text,sentiment,Label
     I LOVE YOU GUYS! get your **** to australia in december for my birthday,positive,0
I really fancy a frappuccino from Starbucks right now,positive,0
It`s a sad economy. Just heard of another friend losing their job.  so sad. But just a reminder that...,negative,1
Ok the thunder is scaring me,negative,1
 I love to Read  And i love Film making,positive,0
I hate TweetDeck when it reaches access limits,negative,1
"the next 2 weeks, exam wise, are AWFUL. there are 8 exams and I don`t see how I can adequately revise all of them  I care least about...",negative,1
dang i miss you  goodnight,negative,1
"TodaY was better. My Panda can eally cheer me up. I dont know, I am Happy, Like the legit happy.",positive,0
my tummy hurts  i blame last night`s chinese food.,negative,1
 glad its nice there. Gray skies and rainy in wisconsin.,positive,0
"I forwarded an email about a cool science event in Canberra, and a friend thought it was in Sydney and trekked out to the wrong place",negative,1
"_TheMovie That`s what I get for writing up my Halloween interview w/ Danielle Harris. Darn, I was too late for the contest!",negative,1
"slept in, missed bus, train delayed, doesn`t stop at my stop, late for work. **** heelllll",negative,1
 we keep getting pet days  but i heard the weekend is to be fab !!! wedding how soon again ?,positive,0
 Happy Mother`s Day!!,positive,0
I actually drove in today - no incidents to report  to quote Ice Cube - Today was a good day,positive,0
I want another shake from Ritas.Badly.,negative,1
_sara I`m sitting in the bus to dublin And listen tokio hotel-reden.And i must laugh.you know why,positive,0
I`m a fat and sad puffyn now,negative,1
 Sadly no robot songs in my library.,negative,1
 Good luck.. I have still to get wireless working post IT6,positive,0
Earthlink says our modem is dead.  They want me to buy a new one or sign up for a one year contract ARGH!!!,negative,1
Currently in costa coffee  im liking this place more and more. Were sat in the business lounge. ooo were businessy today.,positive,0
last night sucked... too many bad dreams about spiders and rogue octupi,negative,1
 That would have been fun BUT we were soooo TIRED yesterday.  Long day at the office. Just did dinner and crashed.,negative,1
 http://twitpic.com/4visl - WOW this looks incredible! wicked job on the butterflies! they`re fantastic!,positive,0
" OMG! Taylors in London! Your near Scotland, please come visit Glasgow",positive,0
 want to hear something funny? I`m yours is on the radio right now!,positive,0
 I agree! && I like the new pic!,positive,0
"It seems my grandmother has found a way to break a pipe in her house, going to go there now and fix it, she is such a blur woman",negative,1
 boo. i got rained out at the beach.,negative,1
"watching Season 2, episode 1 of House before bed... what a great bedtime story",positive,0
" Masson I`ll give you the link, it`s quite handy",positive,0
" - try thinking of something calm and peaceful, such as relaxing on the beach.",positive,0
So I thought the Cavs would crush the Magic and I come home from up north to realize how wrong I was.,negative,1
A very exciting week,positive,0
 Hey - Thank you!x and You`re Welcome! Must say - I love to travel and where are you at the moment?!x,positive,0
is gutted she isnt going out tonight,negative,1
wikileaks geht wieder  super #wikileaks #online,positive,0
i have three hours to do my hair. and it STILL won`t be straight,negative,1
"@_chloe yes! it`s on youtube  its from may 7th, and it made me feel 100x better. it`s halarious.",positive,0
On her way home from prom  so fun!,positive,0
he just fully yelled  saying dnt be so fcking stupid grow up! stop with this band **** then... throws the remote at me thnks love u2,negative,1
 oh that makes sense! Well you are officially my first  from a celebrity!!,positive,0
Gloomy day can`t stop my bliss.  I hope Ronaldo will score in derby match today.,positive,0
? THANK YOU  sana matanggap ako  http://plurk.com/p/x1yts,positive,0
"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I`m not sure if I can sleep at all.",negative,1
WOW i just drank a drink of water - 12 ice cubes that took ages to melt. i now have brian freeze,negative,1
"ya know why today sucks? its been raining, we have no $, & no possibility of a magic friday.  so whats goin down tonight?",negative,1
Really? 87 degrees as the high and I`m on my way to work?!?  hagg lake tomorrow is going to be especially bomb sauce!!,negative,1
Hell of a lot to do. But they say you shouldn`t complain theese days. Who are 'they' and can 'they' help me in that case,negative,1
In my nice big bed....ipod on play....soft music flowin....sooooon will be in Fancys dream land,positive,0
Stupid freshmen ruined theatre class.. Now we don`t get to play warm-up games for the rest of the school year,negative,1
hopefully today will work in our favor,positive,0
" pictures of your bliss?  In JPEG format?  Sorry, it`s message board terminology and u don`t play w/us on the boards",negative,1
still feeling BLAH. gave a biiiiig dose of insulin that i needed about 24 hours ago. Now I`m off to take my last exam of my junior year.,negative,1
HOMELESS afterJune 1st.......,negative,1
Love thy self. Keep it simple. Learn Tai Chi. Those are my aims today. Beat up ankle is less swollen  I am on a no negotiation vacation!,positive,0
"i had a dream last night, and i was singing  first avid dream of myself crooning away!",negative,1
chillin with christina and diana,positive,0
Trued a rim!  I`m getting good at this! o_O,positive,0
 I know!  I loved it.,positive,0
" I`ll try that, thanks",positive,0
had a very interesting day yesterday... wondering if today will be just as crazy. Hope not. Still diggin` Spartacus!.. aka: Mike-E!!!,positive,0
Not babysitting tonight. I miss that kid.,negative,1
"  told you, you would sweep haha :-p",positive,0
 happy to help,positive,0
 my riding time has been dismal too during these rainy weeks.  haven`t been able to make myself to go to the gym instead.,negative,1
macbook dying. switching to iphone.,negative,1
The Oddo`s grandfather passed away in his sleep,negative,1
Ow it hurts,negative,1
Why do none of my thoughts make sense when I`m sober?,negative,1
 cool. looking forward. san francisco was really nice. didn`t make it out to napa though  maybe next time.,positive,0
About to go to my last theater lunch  im gonna cry.,negative,1
 i`m still thinking about that *FKC* meal I missed yesterday,negative,1
 What kind of help do you need with Machine embroidery?  I may bea able to help,positive,0
Britain`s got (good) Weather. I wish I had some of that over here.,positive,0
 not really sure. need to deposit and save some money,negative,1
 Awww!!,positive,0
 no.  I lost the link you sent when I had to pull my battery.,negative,1
"GoodMorning, Hope Everyone Has A Beautiful Day Today  x",positive,0
watching missy elliot video collection so sad I was told that I looked like her all through high school,negative,1
 i love them,positive,0
 ...thanks for the shout out...you might be right about the starving thing....     little lol,positive,0
Its relaxing time..a movie and some treats,positive,0
IE8 nearing 6% according to my stats. FF 3.0.10 adoption rate amazes me,positive,0
 i changed my mind dammit!! a Tsar can change his mind at any time without no prior notice,negative,1
The frank black (and his wifey) show was aaaaaaaaaamazing  sd trip is made!,positive,0
" my internet in like 9th grade was so fast, its dieing out",negative,1
 Woo hoo!! Congratulations,positive,0
 would love a slice of summer from Piper`s lemonade stand! do you think i could have a jump on her trampoline too?,positive,0
" In other words, a perfect run, right?",positive,0
"_Coleman Looks a little too 'fried' for me, but you have fun with that, Paul!",positive,0
is sick and it doesn`t seem like i`m getting better,negative,1
{cont} that right their is why fake btches shouldnt mess with Real ones... ahhh I love it Real btches excite me,positive,0
My head hurts beyond much.,negative,1
At work and really slow for a beautiful day and a Friday.,positive,0
 Thank you sister!!,positive,0
 Lucky. Winter is coming for us,positive,0
wellity! i think ima gonna clean my room :| ****. i need to read a good book. sense and sensibility here we come! BEAT THAT LILY  **,positive,0
 nah ;) when a single person posts about 200 tweets a day is hard to cope with on my android phone when I`m unable to filter,negative,1
Haha Happy Star Wars Day!  'May the 4th be with you' - clever,positive,0
please please please please let my match be cancelled today. PLEASE,positive,0
Tryin to figure out how to direct message and is gettin frustrated,negative,1
Sunburned from Venice and watching Fred Claus....Such excitement!!,positive,0
HaPPy Mothers Day!!!,positive,0
Kristen i miss you,negative,1
_Melbourne Sounds good! Say hi if you run into me there! I`m always always having coffee there,positive,0
i miss rich,negative,1
 I think I like them all.  http://bit.ly/lzRPC,positive,0
 I`m sorryyyyyy  I`ll be home as fast as possible where we meeting at?,negative,1
 its not just you - its properly dragged this week,negative,1
" Makes sense, I`d totally show off a girlfriend by asking her to wear her high school prom dress",positive,0
"No burgers to be found. New (old) camera to play with though, so that`s excellent.",positive,0
Happy to see Kurt spin.,positive,0
"I`m in dire need of a second job, if you hear of anything in nightlife or food service please please please think of me",positive,0
Our currency is dropping like nobodies business; not a good time to be going overseas  http://is.gd/JsgL,negative,1
"going to head to bed now finally...goodnight! Hopefully my dreams will consist of ravishing things, such as: Zachary Quinto.",positive,0
_l I got excited when I thought that exhibit was in Sydney. But it`s not,negative,1
Sleepy time! Happy Mothers` Day to current and future moms around the globe!,positive,0
Haavent read the paper yet about the magic loss nor did i get to watch the game last night.... But i do know that we lost,negative,1
Thank you all for proving my point,positive,0
 Adam Lambert rocks!  He must win American Idol!,positive,0
Yay finished my journal. Gonna go sleep now. Church tomorrow. Yay!  don`t forget it`s MOTHERS DAY!,positive,0
i`m gonna miss eddy if we`re half the country apart,negative,1
"Had to fix bike chain on the way to work...arrived a filthy, bloody mess   lovely weather though!",negative,1
 I just texted you but I hope you know you are my favorite,positive,0
Morning y`all. Looking forward to a nice BBQ today. Can everyone follow  please?,positive,0
_**** it was indeed  made my life!,positive,0
in a very stress mood,negative,1
"is HOT. Just done some late spring cleaning! About to settle down with a book i can barely read, left my glasses at my mums",negative,1
" ew, i used to get 'suicides' in high school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too.",positive,0
 Wish I could be there to enjoy a girls day!!!,positive,0
We`ll miss you ...   Those lucky Edmontonians!,negative,1
Wow. Shabu.  And now HIMYM! Really feels comforting,positive,0
 she`s hot     What is up w/ all the unknown followers? I`ve got quite a few- no clue as to why they`re following ME.,positive,0
" WOOHOO!!!!! nothing says a hot date night than a squeegee! LOL i`m watching Dora on noggin with my 2yr girl, hubs is at work",positive,0
darn it. I did it again.!  keep forgetting that darn 'D' for DM`s.....,negative,1
listening to music...feeling kind of down,negative,1
 Nice yo!!! Live it for me buddy!,positive,0
" Thank you good sir, it has been a surprisingly good afternoon, very productive",positive,0
"   you guys were absolutely amazing tonight, as always. thanks for always bringing the dance party.",positive,0
"@_anh Hmm, tasty!  Going to have curry rice with peas probably. ;)",positive,0
"not enjoying this cold, raininy Boston day.  I think my new metal back doesn`t like getting wet. ;-)",negative,1
........ Lala.. Little girl! I love these new songs!   Iï¿½ve answered u ^^ Love to all you freaky twitter guys ;D,positive,0
"Is finally back from the dinner party, had fun, Alice had no wine. I proposed...we`re getting married next week on May 15th 2009",positive,0
"watching 'Steel Magnolias' then going to bed. I have to babysit at one tomorrow. then give mommy her gift!  night, <3 peace.love.jonas",positive,0
 thank you  You too! I hope this turns out to be a top week for you.,positive,0
"NAPLAN testing, tuesday, wednesday & thursday. i`m afraid about the maths one, english ,not so much",negative,1
I am so bored.  My homework is done for my master`s program and It`s Friday nite wit nutin to do.,negative,1
 well we aren`t normal then because 1. we can`t drive in mexico (you have to be 18) and 2. there are no dairy queens here,negative,1
Found which exit to take. Thanks .,positive,0
" thanks for the recommendation!  I was not following, am now",positive,0
is missing Tampa,negative,1
Off to Dollarama -- I wish I had a new job,positive,0
 ouch  does picking your nose count?,negative,1
"TGIF I don`t like 12 hour workdays  I need to stand up, run around 4 a while.... too much sitting!!! Plus, I have honest ade tea 2day! YAY",negative,1
"Wow, can`t believe Monday is here again already. I hope everyone is well today",positive,0
Hoping the day gets better now,positive,0
My car broke down.   Time to start looking at getting another.  If its not one thing its another.,negative,1
:   sorry guys i have to drop out of the trip... some personal commitments..,negative,1
boo! i can`t sleep again  saying hi to random people,negative,1
Bout to go to bed... Happy Mother`s Day ladies .... especially all th 1s who takin care of thier kids alone..n I Love U Momma,positive,0
I`m feeling better now that I have something in my tummy,positive,0
juz donated books/mags 4 charity. Not only do I feel good but it gave me a good workout from all that heavy lifting,positive,0
my thumb hurts after breaking the nail....,negative,1
" yea, I was just about to say something  It`s great to hear! Ukrainian!",positive,0
" Awww, thank you!  & you`re welcome lol",positive,0
" you drank it on the sly, didn`t you and that`s why you`re asking. I know how you are",negative,1
"With that said, I`m out til later. Enjoy your day everyone!",positive,0
"`s going to Disney World, lucky ****.",positive,0
I feel useless I don`t know what to do right now. I`m so bored,negative,1
Ugh cramps  and it`s hot,negative,1
Getting ready for my graduation party ........(id much rather be at Hello Marquee or Dane Cook),negative,1
" ; i think you should come back to brisbane, australia. we loved you here",positive,0
 I hate snood. lol. sorrry  i dont know how people play it!,negative,1
_educator Thanks. Photos look great - I`ll comment them asap,positive,0
"What I would have done with legless stillborn spaniels, no idea. BUT I WAS SAD, so now, 20yrs later, strawberries = dead puppies.",negative,1
hand hurts,negative,1
" The best bike for the best guy! I love the Ducati sound. I think itï¿½s unnecessary to ask for a ride, isnï¿½****? Nice vid ...",positive,0
"Screw it goin back to bed,,ill just go tomorrow ,,,,,kinda sad",negative,1
Okay I`m seriously bored. I have nothing to do. I can`t go out cause it`s raining.,negative,1
Good night peeps! Give to your mom`s the greatest love you have   ****,positive,0
Dang! My voice wont came out! And my snots is covering all my tissues... DANGIT! I hate FLU!,negative,1
 Our weekend was also great... two friends of Julia were here for four days...,positive,0
Just one of those days.... I pray it will get better..,positive,0
" hmm, okayy, im really sorry to hear about it  why do you thikn she would have done that? :S",negative,1
2 days after #all4web ...i`m still tired,negative,1
PArts of me are starting to feel the effects of over tanning,negative,1
Ichigo has been good at Ping&pooping outside but not used to the fact he doesn`t have his sister  lonely puppy,negative,1
 ahh I gtg but pls help me with number 3 I`ll come back later to see what u said  haha plz and thank u,positive,0
Is in bed not able to sleep  bloody bipolar!,negative,1
"Today Dan bought me Bio Dome AND the Reality Bites Soundtrack! Needless to say he gets MAYJAH points!  Also, my tummy is not happy. Boo.",negative,1
Order Pizza from the Pizza Girl!  We have to sing about it!  I love that new song. so excited for the new song from JB PARANOID 4 days,positive,0
#SanctuarySunday fav character  has to be Ashley!  Why? cause she`s awesome,positive,0
I want a Monte Cristo sandwich sooo... BAd!!!,positive,0
" Grrr, people suck. I cry when animals die on nature shows.  These people are sick. No hunting endangered species!",negative,1
no clue wtf im doing,negative,1
Noooooo worst news ever today my tattoo artist is moving omg what am I going to do!?!?!?!?,negative,1
_the_heck Haha LOL @ the english work they doo in college,positive,0
Omg! Star Wars Day!  May the fourth be with you everyone  This calls for me to watch at least 1 film tonight.,positive,0
 hehe true. i wonder what he will come up with,positive,0
 sure I would like some cream right now,positive,0
 It`s easy.....just turn your keyboard upside down,positive,0
 that was an amazing concert!!! got some really good video and pictures,positive,0
everyone has left me and gone to bed,negative,1
What a meeting... YAY more work for me,positive,0
_beckwith it cant be that good if your twittering instead of watching it  ****,negative,1
"_joyner And he can`t even tell me.  Me and him are **** done, professionally. ****` ****.",negative,1
misses her phone... having no service sucks,negative,1
 im so **** proud of you,positive,0
holy ****. where did all my time go? =/ gta4 has sucked away my life.. and wasted a whole week! ...i wish i had more self control,negative,1
 we watched the today show(: we didnt see you though,negative,1
Waaaaaaaa they kicked us out of the bank. Getting it until monday  OMG Chilito,negative,1
"is going to be in Cincinnati all day Sunday...visitin` with an old friend/brother from Korea, then a date with someone special",positive,0
Just got home from Stacey`s lovely wedding,positive,0
It`s Friday... But its only Friday morning. Ugh.,negative,1
  Linda ~ What do you mean by your last post??  It doesn`t sound good,negative,1
" thanks, I couldn`t find a way around it on iTunes though, found a little app called Switch that did the job nicely",positive,0
"Ordering pizzas, watching Diggnation, trying out Tweetdeck. All is good",positive,0
 Hehe,positive,0
 I`m sorry you`re not having the best day - neither am I though  Are you working tonight??,negative,1
 nope  but the T1i looks super sweet!,positive,0
Just dropped my new mobile down the loo.  Fingers crossed it works as I still have 17.5mths left on the contract,positive,0
 I can understand!,positive,0
" Ahh that`s fun  I had work last night, a party after, went to the movies today to see Wolverine. Was a good weekend",positive,0
I`ve been dead the past 2 days...the flu sucks,negative,1
  dont make me sad... i do agree tho it does need some more of SA`s magical lyrics,negative,1
"WOOT! favourtie, well second favourite episode just came on TOW ross and rachel ... you know",positive,0
 looks to be a great morning already!,positive,0
 haha  Thanks!,positive,0
omg   i found it  thnx,positive,0
Rest in peace marshall,negative,1
my life is so exhilerating  family kingdom is such a good summer sport!!! and so is swimming in the ocean at night with kristin,positive,0
 we are all so proud of you! I am seriously thinking of joining you next year. Got to get training,positive,0
"I`m not going to lie, I`m loving the Ace of Cakes  wooop! LOST!",positive,0
Haha. I just won a $1000 bet. I settled for $100.  Not bad.,positive,0
 Good Morning and thanks for the Retweet,positive,0
leather jackets=uncomfortable....not my thing,negative,1
 We all need that simple reminder-thx!,positive,0
is  happy  cause  my  voice  is  back  <3,positive,0
Kill me now I`m so sick    n it`s Friday night!!,negative,1
think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!,negative,1
 Lol I Sed Want to Not Ach Dress Up For No Reason. Pleaseeeeeeeeeeeeee Im Bored.  Lol,negative,1
 Oh lovely - that is one thing Mum`s are great at!! Sounds yummy!  You are makin me hungry here! lol :-p,positive,0
"Good night everybody, i love u Phillip! XO",positive,0
Oh MAN !! I was going to connect my old school Nintendo to play mario games. And is not in the bag I gotta search for it.,negative,1
 cool thanks for the response.  I`ll check out that Firefox!,positive,0
 good morning sunshine. sleepytown is sleepy.,positive,0
" Yeah it`s the Ford Focus Titanium, you only get the helicopter add on with the top-end luxury models unfortunately",negative,1
my followers went from 22 to 20  i`d follow you back but i cant do anything till i get interwebnet! I want more followers. Im interesting!,positive,0
 DAMMIT! lets have a private session,negative,1
Photo: Great night.  http://tumblr.com/xmo1pgymj,positive,0
"_bbA Ooh, nice  Well I guess not nice at the moment, being windy and rainy. But I like rain",positive,0
  but i love your haaaaair!,positive,0
I think I`m about to break my own heart. (as emo as that sounds)... meh.,negative,1
I need to play inFamous... Where`s a free Blockbuster rental coupon when you need one? I miss that Coke Reward,negative,1
Sickkkk  ....and I need 11/20--NOW.,negative,1
Somehow my alarm became an hour fast and I came to realize it as I was leaving the house.. It feels good having an early start,positive,0
Seriously. I dont like girls.,negative,1
This is fun !  haha re guy from all American rejects looks like he`s on crack!!,positive,0
 naw...I`ll keep you in. Turns out you have the odd nugget of wisdom.,negative,1
man.....i`m at a loss for words.....looks like i`ma get an unexpected graduation gift.....in a good way,positive,0
 Goodnight lolsz,positive,0
 well gracias  haha and why is that? the plays?,positive,0
 that sounds like the scariest zombie dream ever.,negative,1
" See you October! Love the new book, when`s the next one out?",positive,0
 LOLOL.. i think it`s funny that about 190 people think you`re lieing about being 'the REAL john barrowman',positive,0
  Thanks darling girl   ****,positive,0
: experiencing the unique #Winnipeg tradition known as 'the social'. Trying to pace myself.,positive,0
i miss my daddy,negative,1
stranded @ delhi Airport  flight delayed,negative,1
"Hey dude who turned down a flyer, you`re a poser and not nice",negative,1
Came back from Bishopstorford! Went to my Aunt`s wedding party by the way. It was fun! I got to see my cousins again after about 3 years,positive,0
I must be the only fool in twitterland that doesn`t get retweet!!  #sadsville,negative,1
" Presentation went well  Yes, I also met a buch of cool people. Checked your portfolio, nice work/details in the projects.",positive,0
" except the fact that it`s been raining since Wednesday, and not supposed to stop till Monday. ew.",negative,1
FB is boring   and i wanna sing RIGHT NOW..! *-*,negative,1
  u guys are soo unfair smh...,negative,1
"_nickj07 Um....Nicks Voice,Smile,Eyes,Laugh,and Hes a Great Rolemodel",positive,0
"YAHOO! volleyball, hiking, eating a fish eye, witnessing, sleeping on the beach, jumping rocks, & hanging where Jurassic Park was filmed!",positive,0
After 42 hours of not sleeping it is time for bed. Alaska-so far so good,positive,0
"Watching Nemecek go on her computer, fun!  Lol I keed!  Norms was fun",positive,0
 The party has to be moved to next weekend  ..stupid weather.,negative,1
" Yes it`s herrrrr.  Dude, I`m gonna **** cry.",negative,1
aww my son gave me a purple g shock for mother`s day,positive,0
Presenting today...hope it leads to the ability to move up one day,positive,0
_mejer I couldn`t remember what all the different cords meant. I lost half of them leaving the graduation anyway.,negative,1
 Ohh Emmm Geee. Souvlaki from Dimitris...I wanna go homeeee  LOL,positive,0
I spent an hour this morning going through yearbooks to see when each senior started to Harleton. My speech will be so boring.,negative,1
"Mobile phone check-in? Another fail! American`s service came close, but crashed at the gate. I`m now 0 for 3.",negative,1
Last day I`m LA. I am so so sad,negative,1
oops i did it again...really shouldnt have.,negative,1
"Im feeling so nostalgic. Im sad. But happy. I don`t now how to feel. It`s over, but not at the same time. It just feels over.  i love you.",positive,0
" I do too, but not heavy rain, which we`ve had 4 more than a wk.",negative,1
I hope they re-run this nerdprom later-  sounds like they`re having LOTS of fun.  Thanks all for the play-by-play,positive,0
in my room its too **** warm! windows open but im still cooking !,negative,1
"  Yeah, I should at least try myself.  Have a good night & visit with the Chiro tmrw!",positive,0
Up was sooo gooooood. Wood ranch bbq time! Dian deng pao.,positive,0
i wish i could of been at commencement this yr  i wonder if they`re really going to protest.,positive,0
 heard you slutted it up! I`m totally jealz~ I missed it. Maybe next time!,negative,1
" Not married any more! Silly man! That was done long ago, you do read my tweets! Barely escaped w/out paying him alimony!",negative,1
 i can`t wait! its most definately going to be amazing.  <3 michelle,positive,0
Reminising on such a wonderful day yesterday with my family and my love.  Nothing like shooting some basketball with the men in my life,positive,0
 **** - doesn`t show how people are more conservative in blackjack,negative,1
wish i didnt have to go to work tonight,positive,0
 weekend is going great  Yours?,positive,0
Sad face moment of the day,negative,1
@ 5 happiness (chinese) totally disappointed  the food is USUALLY good *FAIL*,negative,1
"had cold rock, choc mint+bubblegum+cookie+flake+nerds= YUM!!!! XD .  had a fun day.",positive,0
Great album..lucky to have this on vinyl.  ? http://blip.fm/~5jhtv,positive,0
Wish I was at sri panwa now,positive,0
I`m Christine and I`m a friggin` shopaholic. Check out my new coat  Had to promise someone I wouldn`t spend for 2 weeks after buying this,positive,0
after pub lunch am now going to daughters for tea life is good,positive,0
  lost luggage? Sorry to hear.  you should check out our selection of travel luggage here: http://budurl.com/9mua,positive,0
@ Ember with Dante... I have so much fun with him  can I smile any harder...,positive,0
"sitting in katies house with jo, the other two are away doing stuff, and i have swine flu  and bronchitis but thats a diff story.",negative,1
 *hugs* im glad you got to spend time with your mom.  if your free tonight drop by for some spaghetti,positive,0
"Had a nice concert yesterday. Nice location, nice people, it was great. But I have a bad cold since yesterday night  Being sick sucks!",positive,0
"Ouch, my back. Man I`m sick",negative,1
 Major Fail. Since you asked,negative,1
" aw, that`s cute",positive,0
"Im soo happy Kellz is back from TN, we bout hang out  all the time",positive,0
"  i love you,i love you,i love you -you`re the most beautiful and sweet girl ever.",positive,0
_Ho Naw; it was before the 15 mins bug (where tanks would stop spawning after 15 mins)  I`m glad I get to keep it,positive,0
no food since woke up.,negative,1
Missing you all deeply,negative,1
Yay for bank holidays,positive,0
"I`m sending a Happy Mama`s Day shout to the greatest Twit-mama ever to ... U kick ****, all day - everyday! Lovely sons!!",positive,0
I don`t like waiting,negative,1
" It Was The Best Evar & My First,, You Didnt Awnser Any Of My Questions  xoxo",positive,0
is cute,positive,0
boo for all the season finales..,negative,1
" Ahhh!  I knowww! I saw it May 5th and 6th in Newcastle and it was so good!!! I`m soo excited for 6th June, as its my bday aswell!",positive,0
Taking the dog on a walk..the weather is perfect rite now  _p sucks becuz she didn`t come with me hahaha,positive,0
Maaaan... it is way too nice outside to be in here working.,positive,0
" I wish i could have a pole, we got no space for it  maybe i should throw out some furniture and get a pole",positive,0
Good morning Sunshine   Tiime for $chooooL ! lol . BBL`,positive,0
 i didn`t get to chat!   .  oh well.  time to eat a praline.,negative,1
Bit devastated that I lost my entire documents folder on my home computer.,negative,1
**** im so bummed out right now....nobody loves me,negative,1
LOL OMG  replied back to me out of all ppl!! THX,positive,0
LOVED Britain`s got talent last night!  Shaun and Greg were both amazing!  Were they HOT too..can`t say I noticed?!!,positive,0
 It`s well good!!,positive,0
 I love catching people singing in their cars. Even better if they`re dancing,positive,0
break from packing. watching the office  Pam: 'I had just woken up. I didn`t look cute. That`s how I knew he meant it.',negative,1
" we have two small dogs, good to hear that Center Parcs wd take them. Cruising to New York on the Queen Mary 2, real treat",negative,1
"'I only think of you as breaking my heart, I`m trying to keep it together but I`m falling apart.'",negative,1
busy exam week coming up! always look on the bright side of life  *whistle*,positive,0
heading off to schoool. going to have a good day. i just knoww...,positive,0
I completely forgot it was mothersday today.. Lol  Happy mothersday to all of you beautiful mums out there!,positive,0
Poor Johnny is sick   Looks like he`ll be going to the vet tomorrow,negative,1
Happy Mother`s Day,positive,0
"I am going to work than, ill be home, and im going to look for my camera since it must be lost in my house. everyone have a wonderful day",positive,0
 just called me a cheeseburglar. He made me sad,negative,1
_taff_jones  Oh and...NEVAR USE KDE IT IS MADE OF FAIL!,negative,1
Trying to find a foreign place in a foreign town  i have being lost,negative,1
ended up face to face with a bear on 181 driving home this evening.  Sadly he took off into the woods before i hauled out my cameraphone,negative,1
_cass my throat hurts today.  blahhh.,negative,1
 Indeed. Thanks for sharing that! Now I can go to sleep giggling. Night!,positive,0
"  - Guess POTUS will be able to do more digging & folo up on the SS nomination. He`s in a good pos 2 do that,",positive,0
"@_erica Yea, its tough to keep it going. Sometimes I`m not sure its worth it.",negative,1
I`m completely exhausted thanks to yesterday.  Can I go home yet?,negative,1
" that happened to me so often, i hated it. every time i moved to a username that i thought i`d love, i moved soon after.",negative,1
 morning  hope u r well.. i`m off to bed soon!,positive,0
going to bed happy mothers day people,positive,0
"Yes, he`s really back!: I couldn`t wait for this day to arrive and finally it`s here! Gale is back!!!  I`m pos.. http://tinyurl.com/dzzaf5",positive,0
 Ugh my trousers do that too and I`ve never found a way to combat it! It`s so weird,negative,1
 My ex-colleagues from Shaanxi kept boasting of their native noodles. So I`m REALLY curious about Shaanxi food.,positive,0
 ooooo i love pretty feet,positive,0
 he thinks he`s a gangsterrr  his **** don`t even fit in G Unit. & I know :| ))))),negative,1
" Im 20 - believe me, I`ve tried! I`m just too ginger! Freckles join up on my face - that`s it!  get it out a bottle cancer ...",negative,1
i wish my drems could come true,positive,0
 LOVE your show  !,positive,0
time to go swimming in the freezing water at kalies. yeah!,positive,0
 Thanks!  I am doing good... Did you read any of my blog posts?,positive,0
 **** i got a **** of hw to do 2nite,negative,1
3 tweeets {:    FGS tweekdeckkk hates me  -cryyyy,negative,1
Someone stole my new laptop at the airport. haven`t even used it. Guess the US economy is breeding a new set of 'opportinists',negative,1
 I scare you? No!,negative,1
loving Mondays for so many reasons!,positive,0
 any chance you might come back to moncton? i had to miss the show tonight,negative,1
_nicole http://twitpic.com/4t6qx - i have the exact same pic except it`s my hubby & my chihuahua tucker   very cute.,positive,0
"_sko next time just go online and show the club owner an ean golden video, hahaha...  (i am fan, did i mention that?! )",positive,0
"Well if you actually went and got your drivers license you wouldn`t have to worry about the bus being ****, haha.",negative,1
todays weigh in....  only lost 1/2 pound this week :o depressing,negative,1
 living quite so close to RAF boulmer that might not be a good thing,negative,1
 Too bad we`re in Sweden where Up isn`t up on the theaters  here until October,negative,1
 Gotta love skype! Make sure you get their new update!,positive,0
" Ohhh french tip! My fave, my nails aren`t long enough yet tho  Ill ask the manicurist",positive,0
has the greatest friends in the entire world,positive,0
Boooo Animal collective is already sold out.  Guess I`ll be missing that show,negative,1
 ah . thanks .. appreciate it,positive,0
"We just crossed into the golden state, its nice being home",positive,0
 peace & quiet.  Enjoy it while it lasts!,positive,0
my dark knight dvd is missing   i`m pissed,negative,1
 not helping!,negative,1
" I saw slater on some MTV show, So you think you wanna dance with slater or some **** like that. Where`s Kelly Kapowski",negative,1
" I`ll have to watch it soon then!  An I love, New York? Sweet! I`ll be on the lookout for that.",positive,0
"I woke up with a sore throat  Work tonight. Grad practice in the morning, hanging with family, then GRADUATING FROM HIGH SCHOOL",negative,1
 I am blessed beyond measure,positive,0
I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!,negative,1
"Dad`s retelling his saskatoon m&g story, love hearing what the guys said to him  I never heard any of it",positive,0
Gettin check outta school cause im siccck. Goin to pick up jimbbbbo.,negative,1
  Hope you get to spend the weekend at home.,positive,0
_buns awesome! thank you,positive,0
Dans public transport again and have decided it`s just everything north of London that`s utter **** these southern trains are alright,negative,1
happy mothers day to all those special moms out there.... i luv u mommy!!,positive,0
"We picked up Boston Legal season 5, enjoying it now.  No matter how offensive Denny can be, I love Denny Crane!  He is a riot.",positive,0
is soooo over school...maybe sick..all week *evil laugh*,negative,1
chillaxing really  Yeah man hehe,positive,0
 rest well!,positive,0
"Awake, no migrane (yey) but tummy is hurting, evil IBS",negative,1
i got stung. by a bee.,negative,1
im feeling like ish!  i just wanna go home and go mimis,negative,1
